candidate_record_id,post_60d_active_oos_credential_signal_count,post_60d_combined_title_active_credential_conflict_present,new_meaningful_oos_title_signal_post_60d_present
CAN-WA073M0PHW,2,1,1
CAN-9G9FBU7XX6,0,0,0
CAN-6RZHIOYCXH,0,0,0
CAN-JBP90N8YIH,0,0,0
CAN-UY20BNEO15,0,0,0
CAN-JEYV06S1A3,0,0,0
CAN-8JMBTDI450,0,0,0
CAN-0Z8HML8GYN,0,0,0
CAN-VI9K3DBGQK,0,0,0
CAN-EXBWGIZ5KG,0,0,0
CAN-Z38H9W4ZGC,0,0,0
CAN-A28JG1IY2F,0,0,0
CAN-Y007LTFYM4,0,0,0
CAN-22NVBS2LCM,0,0,0
CAN-MZLTVWWBWQ,0,0,0
CAN-EV8S22VNPO,0,0,0
CAN-AMSYKHL29H,0,0,0
CAN-U66ZRY9RCA,0,0,0
CAN-G8O95G9WA9,0,0,0
CAN-B1XSIOX04L,0,0,0
CAN-X3JB8M8M40,0,0,0
CAN-0OR1Q464CA,0,0,0
CAN-7RVUCCHQH2,0,0,0
CAN-CA2602OLHB,0,0,0
CAN-YZFXRMKPZ2,0,0,0
CAN-2HKUPXIQJS,0,0,0
CAN-ONVNMGGW1V,0,0,0
CAN-IU4EWA1E3R,0,0,0
CAN-5ESYETH5SN,0,0,0
CAN-438TASPW9P,0,0,0
CAN-973BHC8W2A,0,0,0
CAN-TOX676WIQZ,0,0,0
CAN-VLJUACNXH2,0,0,0
CAN-FW5FP97XBQ,0,0,0
CAN-PGFICO74QN,1,1,1
CAN-0PX9WPE5AB,0,0,0
CAN-XY38I4LIXQ,0,0,0
CAN-LIM5QSF5GG,0,0,0
CAN-AEPZRXR7MS,1,1,1
CAN-1I5MPZP3P6,0,0,0
CAN-0USPJ5Q0UJ,0,0,0
CAN-MZ53LQ1ELF,0,0,0
CAN-RSMN84C909,0,0,0
CAN-XE2ZGYUCMK,0,0,0
CAN-7BVZNFDYQP,0,0,0
CAN-52G2SGFN9M,0,0,0
CAN-8DDQ1EGTW7,0,0,0
CAN-MFGNDXRS6S,0,0,0
CAN-K93L03TPP0,0,0,0
CAN-FR70QIDHGS,0,0,0
CAN-L7HX49X084,0,0,0
CAN-S95DE2F28R,0,0,0
CAN-1LST7LD3H7,0,0,0
CAN-ODHL8SKK6H,0,0,0
CAN-KHV25WCCRD,0,0,0
CAN-WEDNARTCQX,0,0,0
CAN-LL2P69RWE9,0,0,0
CAN-TC0G4ZZI20,0,0,0
CAN-F7LCL4T2WX,0,0,0
CAN-3G2PLE2UKS,0,0,0
CAN-RRJ7PTQE3A,0,0,0
CAN-LC5L51DCWO,0,0,0
CAN-J4XLSPO8U4,0,0,0
CAN-KGBTZQ90D8,0,0,0
CAN-3BCGD8P5GO,0,0,0
CAN-VFP2FX1GOU,0,0,0
CAN-7C814WL87M,0,0,0
CAN-97FYR0XZNI,0,0,0
CAN-7TA69LVTLN,0,0,0
CAN-CYU4NTRYZ3,0,0,0
CAN-OA1MTP7L3Z,0,0,0
CAN-3PAY0Y1JC9,0,0,0
CAN-4XBDCVCTLE,0,0,0
CAN-AME6XTYWLG,0,0,0
CAN-5HK8KO5MH4,0,0,0
CAN-BDHP6O6YY3,0,0,0
CAN-OUL516J3LR,0,0,0
CAN-KRGFZHRIS0,0,0,0
CAN-ZFZOAZPED3,0,0,0
CAN-VTY7FMD3KS,0,0,0
CAN-2XJAVOZ6IE,0,0,0
CAN-SKU1HSOXDO,0,0,0
CAN-OS9SNI61LU,0,0,0
CAN-7KOJQADCBX,1,1,1
CAN-XC4CDPYCSE,0,0,0
CAN-LJ0B33PEKS,0,0,0
CAN-EHUA5S5BSQ,0,0,0
CAN-L572S1J05C,0,0,0
CAN-Z3FLZ7M6MT,0,0,0
CAN-OE9386IJ30,0,0,0
CAN-APXZN9CZCI,0,0,0
CAN-ZCYX3BZTRL,1,1,0
CAN-BY3MX0DCVL,0,0,0
CAN-06Y7STKB5U,0,0,0
CAN-UC0X4CF5YC,0,0,0
CAN-3JCMAQEIUO,0,0,0
CAN-FPOPVG4RSV,0,0,0
CAN-F3619S1ESD,0,0,0
CAN-GJPFQPC66Y,0,0,0
CAN-NGBOHRHMQ2,0,0,0
CAN-5K639K22XQ,0,0,0
CAN-8AW7PN0NYD,0,0,0
CAN-TOEXEJ0CJX,0,0,0
CAN-3XFINJ3MZF,0,0,0
CAN-XITRXEWB61,0,0,0
CAN-BNBO3KTXRK,0,0,0
CAN-YGLX181MYP,0,0,0
CAN-OM5YG7KINQ,0,0,0
CAN-C77Q2KCACD,0,0,0
CAN-8MG3KHERI3,0,0,0
CAN-Z5T6PHCQG9,0,0,0
CAN-Z5RRZJYNDW,0,0,0
CAN-P0SAV3VF6L,0,0,0
CAN-VYLCQU54OM,0,0,0
CAN-Z3KO6090G4,0,0,0
CAN-1OKNY8AF63,0,0,0
CAN-I7L85SFJSC,0,0,0
CAN-XO2N637KJO,0,0,1
CAN-1SDIMCM74M,0,0,0
CAN-T3B3YULNCJ,0,0,0
CAN-HJS5G9RQ7Q,0,0,0
CAN-89EIV5NHVM,0,0,0
CAN-E869A00DK6,0,0,0
CAN-48637U9B3Q,0,0,0
CAN-MUBFJK8WDV,0,0,0
CAN-YS70DMD4FV,0,0,0
CAN-2TZEM75DZ6,0,0,0
CAN-6BXJY05ZVS,0,0,0
CAN-PZVWU8D7MP,0,0,0
CAN-NF0KS8SQ2U,0,0,0
CAN-XDDMGYUPVX,0,0,0
CAN-5DIFRFLV53,0,0,0
CAN-5RY4RAH3NY,0,0,0
CAN-1A10UATM11,0,0,0
CAN-LZFQL6O6HL,0,0,0
CAN-NSMN5JQK29,0,0,0
CAN-YA1HN13F0J,0,0,0
CAN-RX8Q1JRZBS,0,0,0
CAN-4K35VMVRCK,0,0,0
CAN-RSEK6TJM4O,0,0,0
CAN-CTSA9ZZFAF,1,1,1
CAN-EHPXLQDIEM,0,0,0
CAN-9BZ2W6KC87,0,0,0
CAN-UWVZ9JBLHS,1,0,0
CAN-EKTZFAMLEU,0,0,0
CAN-IC793HWYC1,0,0,1
CAN-YP1Q3FEL8I,0,0,0
CAN-WMG1DN9UWD,0,0,0
CAN-P4KH7HY1PL,0,0,0
CAN-GC64XYYSKN,0,0,0
CAN-3TL9SBAPLL,0,0,0
CAN-M7W7CQF6EO,0,0,0
CAN-42CTOXOWS4,0,0,0
CAN-RRFVJNAC54,0,0,0
CAN-MWRD4PSAQ1,0,0,0
CAN-B0RW8TPJNT,0,0,0
CAN-CIPV4IHNYK,0,0,0
CAN-C7E2HVXDMF,0,0,0
CAN-WFNOMP38RM,1,0,0
CAN-VW2GACMW46,0,0,0
CAN-WI30529DPQ,0,0,0
CAN-1JSX22AJRC,0,0,0
CAN-8Q8EF4BPAI,0,0,0
CAN-PMXTAG4X02,0,0,0
CAN-TAHQXI5TQK,0,0,0
CAN-4JT8PURE10,0,0,0
CAN-B1SBECNSQA,0,0,0
CAN-ZAYTX35Z47,0,0,0
CAN-6QEV4RPCT3,0,0,0
CAN-UZ7AEBL383,0,0,0
CAN-PRNM6AHVHX,0,0,0
CAN-NQUY86VZBX,0,0,0
CAN-KJGXGWFAQ7,0,0,0
CAN-9U7D7ZHGUX,1,0,0
CAN-LJUAAQT29R,0,0,0
CAN-HWIB80LBAS,0,0,0
CAN-C2OIJKIW5E,0,0,0
CAN-QDDRSOGN6S,0,0,0
CAN-T90KQ1CM46,0,0,0
CAN-JQ7YVD3PTF,0,0,0
CAN-KZHES42360,0,0,0
CAN-GQJN3TQUF8,0,0,0
CAN-77B195HY0G,0,0,0
CAN-SPIVW4MGST,0,0,0
CAN-24YA60VG1J,0,0,0
CAN-82A1AW528U,0,0,0
CAN-48KA50OAUW,0,0,0
CAN-03HLACH165,0,0,0
CAN-SL25JL6OTI,0,0,0
CAN-5WSDZSLGN4,0,0,0
CAN-KPUQAESQGF,0,0,0
CAN-9W33NAQQY9,0,0,0
CAN-I9WBDBRQPM,0,0,0
CAN-AC8LV8OMMM,1,1,0
CAN-TFZ3U74RPD,0,0,0
CAN-JWXR82H1EU,0,0,0
CAN-KHFR89SU7H,0,0,0
CAN-3Y1EYFC9IO,0,0,0
CAN-UMGO07KNAU,0,0,0
CAN-16I2U9OJM6,0,0,0
CAN-2KM5HRG4EP,0,0,0
CAN-M2QK613GGD,0,0,0
CAN-3WYHJEF3IG,0,0,0
CAN-NYHWAE3G57,0,0,0
CAN-YWU552FNQL,0,0,0
CAN-SQBGY05QN1,0,0,0
CAN-R5IRKXZQF3,0,0,0
CAN-GYUKEIQ52Q,0,0,0
CAN-DRGJN0E7PQ,0,0,0
CAN-692JQ1JG1Q,0,0,0
CAN-7GX8JJ7BMA,0,0,0
CAN-0MGTG4LMNQ,0,0,0
CAN-72N27RNFP4,0,0,0
CAN-11V82L0M5T,0,0,0
CAN-ZIA6L0N8XI,0,0,0
CAN-OQ9D4JBFJJ,0,0,0
CAN-KS3LAYYT7F,1,1,0
CAN-NVTZ8JTALK,0,0,0
CAN-M3BKWFLBV2,0,0,0
CAN-KIE6GNCA9W,1,0,0
CAN-D2285JYW6Q,0,0,0
CAN-1TKS98P4ZF,0,0,0
CAN-64X45G5FJA,0,0,0
CAN-D8GQ0DAPEB,0,0,0
CAN-HTSHVQG5S5,0,0,0
CAN-O825R09N4C,0,0,0
CAN-W0MMWMI5Q9,0,0,0
CAN-G8L0Q952MJ,0,0,0
CAN-5JTE8YJF92,0,0,0
CAN-4QNNYE6AC7,0,0,0
CAN-NJLMVOPN7Q,0,0,0
CAN-IMIYF4UW7Q,0,0,0
CAN-JXO5HRMR06,0,0,0
CAN-1JSX092QV8,0,0,0
CAN-OIVY062F3M,0,0,0
CAN-9PY1WL7N8J,0,0,0
CAN-SOJDWU4E5Z,0,0,0
CAN-GDSALI40FH,0,0,0
CAN-IBTPF19S13,0,0,0
CAN-XGVUSBZOZE,0,0,0
CAN-ET4UY5NRQO,0,0,0
CAN-N288D4OH28,0,0,0
CAN-XQSCW97RJG,0,0,0
CAN-TY5EHIWQ0C,0,0,0
CAN-IRXX4VI9P8,0,0,0
CAN-9W4H4XKJGD,1,0,0
CAN-QX6JKCSNT7,0,0,0
CAN-5XKR3CISZT,0,0,0
CAN-YBRCJ6D5NF,0,0,0
CAN-L19QEY5ZLR,0,0,0
CAN-1BWDE12ZJW,0,0,0
CAN-3OV0L45KWS,0,0,0
CAN-Q04507JGD0,0,0,0
CAN-20JLOEGNRY,0,0,0
CAN-XBH7T69E89,0,0,0
CAN-WRRIKTSF7V,0,0,0
CAN-AZW8LE2B91,0,0,0
CAN-77UTVB9WQ9,0,0,0
CAN-J6WEGVTYEC,0,0,0
CAN-2RAM3AUYFZ,0,0,0
CAN-EB5OA55ML6,0,0,0
CAN-TY76WB5ZOT,0,0,0
CAN-KW8FRS1FOC,0,0,0
CAN-QEYYHEMH67,0,0,0
CAN-E19LOTCVIF,0,0,0
CAN-9R9TMUDK7K,0,0,0
CAN-D13FHZIV8R,0,0,0
CAN-YZKW5H5RMJ,1,0,0
CAN-8L913O7UT4,0,0,0
CAN-7Z6TBBB5DW,0,0,0
CAN-8ZWPA2NH8V,0,0,0
CAN-NC1DX0ESNY,0,0,0
CAN-OXKQ72L67E,0,0,0
CAN-MYFWBL13VE,0,0,0
CAN-UZDBD1I9WH,0,0,0
CAN-HFM2ZP10KU,0,0,0
CAN-VWFFJHGWK5,0,0,0
CAN-780BH4YQIJ,0,0,0
CAN-AFLF4Y5PF8,0,0,0
CAN-KNKZ7OQMT9,0,0,0
CAN-MBXLB2COD4,0,0,0
CAN-9O0FN0GFPZ,0,0,0
CAN-WKK1BH27LZ,0,0,0
CAN-Q8SLLRJYJF,0,0,0
CAN-WPGCI8SELS,0,0,0
CAN-AHAGUMWL3G,0,0,0
CAN-GWXW0AHD7D,0,0,0
CAN-2VOHFIVB8I,0,0,0
CAN-3BCTCCGVWE,0,0,0
CAN-BBHJI7FX0T,0,0,0
CAN-FZXAJN4NOP,0,0,0
CAN-I3JAJ3D9KU,0,0,0
CAN-HG7FQXLX8W,0,0,0
CAN-SU8ESHOWMD,0,0,0
CAN-RZ0WGODP1P,0,0,0
CAN-JDEOZH0FV5,0,0,0
CAN-R3EEA26ED3,0,0,0
CAN-BG0OF1CSX4,0,0,0
CAN-EPE8JLOKR2,0,0,0
CAN-11PJQ9UXWU,0,0,0
CAN-SO2M5ERZZH,0,0,0
CAN-D2PB1UKRR4,0,0,0
CAN-6Z9S1QVTEJ,0,0,0
CAN-VN4YZ559E8,1,0,0
CAN-SBEAF4W2TL,0,0,0
CAN-J8OEAL0EVB,0,0,0
CAN-HEHMFHMNKP,0,0,0
CAN-8KO15P87VG,0,0,0
CAN-JWYI9RDYVQ,0,0,0
CAN-P92EC165XE,0,0,0
CAN-SXC7CQRKWL,0,0,0
CAN-YL2CUH4K6V,0,0,0
CAN-NMQ21GF9BF,0,0,0
CAN-T59FA1OL18,0,0,0
CAN-3ZG7UQZ969,0,0,0
CAN-A8UYLMW4LY,0,0,0
CAN-WOS1YWL3CR,0,0,0
CAN-XKAD9GN19B,0,0,0
CAN-YRBHIQP6R1,0,0,0
CAN-ZI63J2E2A1,0,0,0
CAN-I60NQOAA1E,0,0,0
CAN-0V5V0ZVUO5,0,0,0
CAN-AC8FUQS0OJ,0,0,0
CAN-I7WA5342AF,0,0,0
CAN-Y5ODCJAF49,0,0,0
CAN-1VIWCFQAJW,0,0,1
CAN-MT6DOCMRS2,0,0,0
CAN-I07WWHBBYW,0,0,0
CAN-ZUOGY4KE55,0,0,0
CAN-G2QBEBMIA1,0,0,0
CAN-HUNIB87VJZ,0,0,0
CAN-J3UDVUSWSY,0,0,0
CAN-ALEZV3R38C,0,0,0
CAN-LLO4NOA3Y2,0,0,0
CAN-ODU6AJ1OTZ,0,0,0
CAN-LJ4MJ7797Q,0,0,0
CAN-D0G48785X3,0,0,0
CAN-BR686DC9B1,0,0,0
CAN-A5LQV53UEH,0,0,0
CAN-DWG8KL76PB,0,0,0
CAN-IZFDKUJZW4,0,0,0
CAN-PTQQO76HHF,1,0,0
CAN-K8V8AVEM5I,0,0,0
CAN-C9AHAPI4BF,0,0,0
CAN-OEBFHBPR4A,0,0,0
CAN-1U5ETLUBW8,0,0,0
CAN-NIWNA19UQB,0,0,0
CAN-O2XX7DV26X,0,0,0
CAN-CCJ8YU5WLD,0,0,0
CAN-UD42M55WJB,0,0,0
CAN-ZXJ4E6VHI0,0,0,0
CAN-F59S3PQJ7H,0,0,0
CAN-YGD458JLNL,0,0,0
CAN-PEQX33VORF,0,0,0
CAN-DHA0ESKIFH,0,0,0
CAN-CQ9NZDIHB1,0,0,0
CAN-0HNRNLR3NR,0,0,0
CAN-4V74B337N0,0,0,0
CAN-SRT1JS76IA,0,0,0
CAN-8AK23N2BJ6,0,0,0
CAN-B9QMFO69PW,0,0,0
CAN-LQMH0RVYT2,0,0,0
CAN-SPH9UJM6PS,0,0,0
CAN-6TBP2PZNB4,0,0,0
CAN-BP5JA99JMK,0,0,0
CAN-98ZCM4XI3N,0,0,0
CAN-Z4A0CZ96H9,0,0,0
CAN-GKD08V4N5G,1,1,0
CAN-4SMT2ZQ2JW,0,0,0
CAN-ITR6UMVSVV,0,0,0
CAN-DF6224R7Q2,0,0,0
CAN-JKYKJXDFYF,0,0,0
CAN-JCPRWXS29O,0,0,0
CAN-Y8M2XOBK4F,1,0,0
CAN-9CQ4WWBJFF,0,0,0
CAN-ZX02O9DG4G,0,0,0
CAN-P5YBD1YI6O,0,0,0
CAN-L88629JBZ8,0,0,0
CAN-6TABGDMOQW,0,0,0
CAN-I3TBBTYXH3,0,0,0
CAN-9TNPOVUIA7,0,0,0
CAN-7S7D0ZC8SS,0,0,0
CAN-3OTJ9PI0SH,0,0,0
CAN-GCRMQHSYDF,0,0,0
CAN-J3STSPOC0G,0,0,0
CAN-D6407L27D6,0,0,0
CAN-JZNPLYUKLH,0,0,0
CAN-XRPICZE815,0,0,0
CAN-0JSPY6TECE,0,0,0
CAN-E8Z9LKYD7D,0,0,0
CAN-QKX8AC5FQA,0,0,0
CAN-SWRXZAAGIB,0,0,0
CAN-A65RBF9BFK,0,0,0
CAN-BDBZM82WZH,1,0,0
CAN-Z84DVUXDXX,0,0,0
CAN-2MNQJ8I51A,0,0,0
CAN-K7YS2FP1ZX,0,0,0
CAN-D3LG4JU02I,0,0,0
CAN-KGXVO4LOCS,0,0,0
CAN-B3219SG9OE,0,0,0
CAN-ZDRB67YLBO,0,0,0
CAN-X6VA704MD6,0,0,0
CAN-043GAO9GU1,0,0,0
CAN-2NZN8GHR7H,0,0,0
CAN-AHWJZRCWLI,0,0,0
CAN-7QYCK3ZYPA,0,0,0
CAN-L206QW5J4A,0,0,0
CAN-9TBSSACZWW,0,0,0
CAN-B3W59255P6,1,1,0
CAN-G8RIBP44C8,0,0,0
CAN-X8RW23GGSJ,0,0,0
CAN-NUGL0LN2M4,0,0,0
CAN-Y3OZ9Z4AK5,0,0,0
CAN-B717E10UCZ,0,0,0
CAN-URBIOEYGDN,0,0,0
CAN-YWAMRORNTT,0,0,0
CAN-LEW5KCY60Q,0,0,0
CAN-7KLOG1LM7F,1,0,0
CAN-8NTGGJY770,0,0,0
CAN-OWNWQ0LMQ3,0,0,0
CAN-SX9M4TPVGG,0,0,0
CAN-E5ST91S08Q,0,0,0
CAN-7TIAB35DUW,0,0,0
CAN-ALMTYA4F7N,0,0,0
CAN-5JOMVLF6OX,0,0,0
CAN-SDAPBO6GL0,0,0,0
CAN-Y3R8XZCKL1,0,0,0
CAN-FMOAM4Y5NN,0,0,0
CAN-SK9ZY0Y0JR,0,0,0
CAN-ARNDI9V7J9,0,0,0
CAN-EECM4V3HVE,0,0,0
CAN-GQNJZL630U,0,0,0
CAN-SNKN2WEHXS,0,0,0
CAN-2Z2I316VGO,0,0,0
CAN-D99V2N0D2F,0,0,0
CAN-Y7U1BTT6DX,0,0,0
CAN-CZG7GTADL4,0,0,0
CAN-DPE3XU2TR0,0,0,0
CAN-BM8OM8VH6M,0,0,0
CAN-R5WU2Z5JAW,0,0,0
CAN-3PIFDOP4A7,0,0,0
CAN-KE13TD9Y1O,0,0,0
CAN-VXTUOACD2L,0,0,0
CAN-1FAQ58VCTK,0,0,0
CAN-566DG3TZ36,0,0,0
CAN-4URC8EC0FG,0,0,0
CAN-ROYLUWSD4A,0,0,0
CAN-N2VCLB68RK,0,0,0
CAN-QK5CR9MXCT,0,0,0
CAN-BTYU19JJNM,0,0,0
CAN-THM3XMKOR8,0,0,0
CAN-8MKGS48IHJ,0,0,0
CAN-3U8RBYK8UV,0,0,0
CAN-BM7JI5D3II,0,0,0
CAN-F0PK9CCT7U,0,0,0
CAN-1JF9XG4RO6,0,0,0
CAN-MTLX6HFUYM,0,0,0
CAN-WZMCJ5KAPI,0,0,0
CAN-JMUHMQ2DSP,0,0,0
CAN-IWY5E06BNA,0,0,0
CAN-8YK2F9G1M1,0,0,0
CAN-HPTEIDAZ8S,0,0,0
CAN-HUXRWFJTYZ,0,0,0
CAN-2MGUW4FVVA,0,0,0
CAN-RRY6KU6HCR,0,0,0
CAN-I0KXM57IX9,0,0,0
CAN-XALZSJVYND,0,0,0
CAN-18HFR7ZPQ5,0,0,0
CAN-BV60OLQKTF,0,0,0
CAN-TXT20YAXOL,0,0,0
CAN-5XAGELIMT4,0,0,0
CAN-AZHAQ7RIA1,0,0,0
CAN-6T3SJT09V9,0,0,0
CAN-TT3YS2Q6D9,0,0,0
CAN-R0CWJ30UXA,0,0,0
CAN-REJSD0V5RE,0,0,0
CAN-D096ZPI9QC,0,0,0
CAN-LO1G75XDAT,0,0,0
CAN-PKYU2D8LZF,0,0,0
CAN-F9URYN5RLF,0,0,0
CAN-HZO4DB6BT2,0,0,0
CAN-6LLMDNRSV6,0,0,0
CAN-6FIMQYD4A3,0,0,0
CAN-S996MRZRSF,0,0,0
CAN-IDP4EJ3WOH,0,0,0
CAN-GHNOIG5RGO,0,0,0
CAN-G8WTTMWLKT,0,0,0
CAN-3QNSYIMJ3P,0,0,0
CAN-3WD1RH1425,0,0,0
CAN-OD9YVKR9EZ,0,0,0
CAN-WLK1YG6FW8,0,0,0
CAN-3ZWY5H8PIL,0,0,0
CAN-BI6F63L10D,0,0,0
CAN-FM0NBCEZPF,0,0,0
CAN-FOAJH1LBFH,0,0,0
CAN-37T05A8EM6,0,0,0
CAN-W66ED3E5RQ,0,0,0
CAN-MJVQ76OYDN,0,0,0
CAN-Y6FA2FDXGW,0,0,0
CAN-QLWWDJ2N5W,0,0,0
CAN-C7XEZYK8MU,0,0,0
CAN-874RK99O8M,0,0,0
CAN-0WZ3SP8MEK,0,0,0
CAN-OHY3SI6BYP,0,0,0
CAN-FH9UG45PZL,0,0,0
CAN-M0YRATZ3YW,0,0,0
CAN-BA8H1IM4T7,0,0,0
CAN-NCB7AQIUY9,0,0,0
CAN-A9DCWFXOG5,0,0,0
CAN-SSULLZLRZL,0,0,0
CAN-MZICDGSLBK,0,0,0
CAN-0YPW0CVMFP,0,0,0
CAN-STD010HJZG,0,0,0
CAN-N457EOO43R,0,0,0
CAN-1QYBRKHDEM,0,0,0
CAN-AOBC1GL1F7,0,0,0
CAN-IZV0TV5E0M,0,0,0
CAN-WA1BQB4BCO,0,0,0
CAN-SP2TN0SI9Y,0,0,0
CAN-NVEY0IDI4Z,0,0,0
CAN-0DP7AG0328,0,0,0
CAN-GRR9AL74OS,0,0,0
CAN-VZAHCTWXFO,0,0,0
CAN-L4EHNUIP58,0,0,0
CAN-5EAKBWDH1V,0,0,0
CAN-N58QX1Z6EF,0,0,0
CAN-O1FCWWORWP,0,0,0
CAN-I1YEJ0AP5G,1,0,0
CAN-BIRY1O3YE3,0,0,0
CAN-DVYLM4SEMJ,0,0,0
CAN-LHD6I1NBPN,1,1,1
CAN-Z8OE9JNAZ7,0,0,0
CAN-6C5WP3F7PE,0,0,0
CAN-CEA3XG5BH0,0,0,0
CAN-OXYQ33GAPB,0,0,0
CAN-TC1T8PXPFR,0,0,0
CAN-YGH7QT4J89,0,0,0
CAN-7J315P9ZKO,0,0,0
CAN-93NEQ9932X,0,0,0
CAN-ZYSRFY33O8,0,0,0
CAN-OLTPCR91MK,0,0,0
CAN-LA2HH7SFP9,0,0,0
CAN-PQ3XZ1BY44,0,0,0
CAN-A9PLTH0D5D,0,0,0
CAN-07T3MBF5GZ,0,0,0
CAN-5EVTIUBUXZ,0,0,0
CAN-JC0YHKT6S5,0,0,0
CAN-IKA6D319BK,0,0,0
CAN-QMYDM91ZUE,0,0,0
CAN-03KCAH6WH2,0,0,0
CAN-1ZSXHIVPO2,0,0,0
CAN-CUJJOP600X,0,0,0
CAN-PC8WX601DP,0,0,0
CAN-TJCO2YMTHD,0,0,0
CAN-SKSUYDUHIR,0,0,0
CAN-GTN52IMBB9,0,0,0
CAN-VZZ0O4D8I2,0,0,0
CAN-TCMR3DELKP,0,0,0
CAN-LXPX888466,0,0,0
CAN-TIFGOGFAJY,0,0,0
CAN-WA87WVEG54,0,0,0
CAN-TJGS4MJ8EI,0,0,0
CAN-Q3DNK110X8,0,0,0
CAN-MHCIA5NDTX,0,0,0
CAN-MZCKXX9YY6,0,0,0
CAN-2UQTNRK6NB,0,0,0
CAN-89A26DRSR2,0,0,0
CAN-E2T2CL8GT4,0,0,0
CAN-7KE2TRGFW7,0,0,0
CAN-675K1Z79RR,0,0,0
CAN-NXBOHYSU8Y,0,0,0
CAN-KVWHRCE90V,0,0,0
CAN-EM5M5YW0B4,0,0,0
CAN-H8SGQ6R0NN,0,0,0
CAN-KJO4RPFCQX,0,0,0
CAN-UN95PWL3OL,0,0,0
CAN-J2Y02CD92L,0,0,0
CAN-XHDEO43GP9,0,0,0
CAN-MCWGHQIY6U,0,0,0
CAN-9CPVU152H2,0,0,0
CAN-GIM4SZBSBW,0,0,0
CAN-KK862NV573,0,0,0
CAN-Z4OSKD42ML,0,0,0
CAN-UXI4D8YUGS,0,0,0
CAN-NR4B4NA0UE,0,0,0
CAN-PEJOK05Q5G,0,0,0
CAN-5EJH4QCT7Q,0,0,0
CAN-SDYB7Q2WL9,0,0,0
CAN-PE14VPNSYG,0,0,0
CAN-IF3LKDA1C9,0,0,0
CAN-6OBZAM7X00,0,0,0
CAN-2E7TDM5Z6U,0,0,0
CAN-2GRYOKWB4V,0,0,0
CAN-S8M6HT1PLU,0,0,0
CAN-3AUGEAIXCD,0,0,0
CAN-76HX2XZR49,0,0,0
CAN-0CO3VICVKY,0,0,0
CAN-X88DRLN1LN,0,0,0
CAN-KH2UL943EN,0,0,0
CAN-LUNY8K47MC,0,0,0
CAN-BUCXG33GRY,0,0,0
CAN-0ZYK1UHGAJ,0,0,0
CAN-7TH9A4MUDC,0,0,0
CAN-9NSGJ34BJM,0,0,0
CAN-SLJJFLC9NH,0,0,0
CAN-O3UDUU7L6R,0,0,0
CAN-6VT4WL2ZLE,0,0,0
CAN-C3ZSIQ6RO3,0,0,0
CAN-S2EKVSK0L5,0,0,0
CAN-WND43WOLL3,0,0,0
CAN-1Z5UFA9W0V,0,0,0
CAN-45ZI8HI0D0,0,0,0
CAN-Z6Z0ZJLJKV,0,0,0
CAN-J8GTFA3852,0,0,0
CAN-VJN0OW7GVC,0,0,1
CAN-JE4XWOKZY7,0,0,0
CAN-21HLQAE2NP,0,0,0
CAN-1KD6LLG7HE,0,0,0
CAN-MYM0HHV2MJ,0,0,0
CAN-TPLBI0D5N9,0,0,0
CAN-67AOZIIJ19,0,0,0
CAN-EFB2FLI75U,0,0,0
CAN-WFHL4H38T3,0,0,0
CAN-6HJJMHE701,1,0,0
CAN-DM1BIDY561,0,0,0
CAN-WZXCMVUER9,0,0,0
CAN-973E37T77E,0,0,0
CAN-7TS8E8AAP6,0,0,0
CAN-3ID0BSI1F9,0,0,0
CAN-SIYY8P67UB,0,0,0
CAN-F7RVTFQ1RE,0,0,0
CAN-TTX7P7504F,0,0,0
CAN-P3DUS9EU2M,0,0,0
CAN-QQGWWZHQPR,0,0,0
CAN-XNEAHO8VIL,0,0,0
CAN-UIMJGGNETW,0,0,0
CAN-68FDL9YBCA,0,0,0
CAN-BO7KEERUWA,0,0,0
CAN-ICQ823U1XH,0,0,0
CAN-8UB0X6JDH6,0,0,0
CAN-GXRCT3IIF4,0,0,0
CAN-K176CRVMR5,0,0,0
CAN-URRYZ6NJ6K,0,0,0
CAN-D1E61B1K3K,0,0,0
CAN-275NYFXX3K,0,0,0
CAN-OLJA3VZKHI,0,0,0
CAN-SPIX6E3QI3,0,0,0
CAN-3S0B4O0KY8,0,0,0
CAN-DIJR1CIKB3,1,1,0
CAN-WSLGZBGTLB,0,0,0
CAN-6G47ZNS8QX,0,0,0
CAN-CU5HNE9UTN,1,0,0
CAN-V3SU83N6AN,0,0,0
CAN-R4LSOAWV63,0,0,0
CAN-0OB9EUIXD1,1,0,0
CAN-90AL2KHFCE,0,0,0
CAN-0V8II6MATZ,0,0,0
CAN-BNSOYPWGY0,0,0,0
CAN-E6W3FBS7ZO,0,0,0
CAN-VLCF0J1HX3,0,0,0
CAN-IJ3HYTQR2J,0,0,0
CAN-JGWHNFDVE7,0,0,0
CAN-HD7ELJ97YB,0,0,0
CAN-15B7O89F3Y,0,0,0
CAN-SAH52XOY01,0,0,0
CAN-RI5DQKJZ8P,0,0,0
CAN-YEPCMPUDJR,0,0,0
CAN-3D14TVSL9U,0,0,0
CAN-CV5U1HTYR9,0,0,0
CAN-F0BS0VOEBI,0,0,0
CAN-Y3UHUQI924,0,0,0
CAN-WLPKL5RJQD,0,0,0
CAN-VS0UOD88ZG,0,0,0
CAN-YFQBL2TKPY,0,0,0
CAN-YCXHIKWY4P,0,0,0
